case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,end_to_end_success,errors
qsi_026,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5f85c2b9-70b2-9c63-ba70-0bf2ff688ea7', 'request_id': '5f85c2b9-70b2-9c63-ba70-0bf2ff688ea7'}"
qsi_026,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-ba62449a-d226-9f26-9a13-9566d8450766', 'request_id': 'ba62449a-d226-9f26-9a13-9566d8450766'}"
qsi_027,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-bfdf95d8-7b4d-9e4a-8934-2933f2e3b5b8', 'request_id': 'bfdf95d8-7b4d-9e4a-8934-2933f2e3b5b8'}"
qsi_027,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-231b9174-8d14-9c8d-812f-6f7b10590cf7', 'request_id': '231b9174-8d14-9c8d-812f-6f7b10590cf7'}"
qsi_028,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5ad9316a-069f-9611-97d9-e4fa835e7c61', 'request_id': '5ad9316a-069f-9611-97d9-e4fa835e7c61'}"
qsi_028,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-134d3660-7e36-9ba4-869f-7f5f63e5fe0e', 'request_id': '134d3660-7e36-9ba4-869f-7f5f63e5fe0e'}"
qsi_029,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-27d7cb80-1409-9398-911c-43d9640c2c0d', 'request_id': '27d7cb80-1409-9398-911c-43d9640c2c0d'}"
qsi_029,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1f10022d-cc5e-909b-85df-dcae0cb1ff84', 'request_id': '1f10022d-cc5e-909b-85df-dcae0cb1ff84'}"
qsi_030,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-9f9e4971-83fc-9418-b1cc-7e20570a8801', 'request_id': '9f9e4971-83fc-9418-b1cc-7e20570a8801'}"
qsi_030,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-2bea5437-748b-9dc7-a981-fc8b7797d0de', 'request_id': '2bea5437-748b-9dc7-a981-fc8b7797d0de'}"
