case_id,category,method,should_reject,rejected,schema_valid,semantic_consistent,compile_success,backtest_success,risk_violation,repair_triggered,repair_success,safe_rejection_correct,clarification_requested,clarification_correct,end_to_end_success,errors,failure_type,failure_stage,failure_reason
qsi_014,trend_following,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']; indicators.1: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']",schema_failure,schema,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']; indicators.1: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']"
qsi_015,trend_following,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"root: Value error, entry_rules[0].left references unknown alias 'close'",alias_failure,reference,"root: Value error, entry_rules[0].left references unknown alias 'close'"
qsi_015,trend_following,live_qsga_qyir::qwen3.6-flash,False,False,True,True,True,True,False,False,False,True,False,False,True,backtest_metrics.sharpe_ratio: The strategy Sharpe ratio is low.,success,success,end_to_end_success=true
qsi_016,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,True,True,True,True,False,False,False,True,False,False,True,,success,success,end_to_end_success=true
qsi_016,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,True,True,True,True,False,False,False,True,False,False,True,,success,success,end_to_end_success=true
qsi_017,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']",schema_failure,schema,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']"
qsi_017,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']; indicators.1: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']",schema_failure,schema,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']; indicators.1: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']"
qsi_018,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,True,True,True,True,False,False,False,True,False,False,True,backtest_metrics.sharpe_ratio: The strategy Sharpe ratio is low.,success,success,end_to_end_success=true
qsi_018,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,True,True,False,False,False,False,False,True,False,False,False,Exit rule 0 failed: 'float' object has no attribute 'shift',compilation_failure,compile,Exit rule 0 failed: 'float' object has no attribute 'shift'
qsi_019,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"root: Value error, exit_rules[0].left references unknown alias 'close'",alias_failure,reference,"root: Value error, exit_rules[0].left references unknown alias 'close'"
qsi_019,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"root: Value error, exit_rules[0].left references unknown alias 'close'",alias_failure,reference,"root: Value error, exit_rules[0].left references unknown alias 'close'"
qsi_020,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']; indicators.1: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']",schema_failure,schema,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']; indicators.1: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']"
qsi_020,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']",schema_failure,schema,"indicators.0: Value error, BOLLINGER.output must be one of ['upper', 'middle', 'lower']"
qsi_021,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-553635b0-4ca3-9cc6-9008-3bea8b5dd280', 'request_id': '553635b0-4ca3-9cc6-9008-3bea8b5dd280'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-553635b0-4ca3-9cc6-9008-3bea8b5dd280', 'request_id': '553635b0-4ca3-9cc6-9008-3bea8b5dd280'}"
qsi_021,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-294aa924-1b68-994b-81af-ac4185de1d31', 'request_id': '294aa924-1b68-994b-81af-ac4185de1d31'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-294aa924-1b68-994b-81af-ac4185de1d31', 'request_id': '294aa924-1b68-994b-81af-ac4185de1d31'}"
qsi_022,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f7f143aa-83ca-94b0-a7e7-a6fcc87959b7', 'request_id': 'f7f143aa-83ca-94b0-a7e7-a6fcc87959b7'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f7f143aa-83ca-94b0-a7e7-a6fcc87959b7', 'request_id': 'f7f143aa-83ca-94b0-a7e7-a6fcc87959b7'}"
qsi_022,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-3ba4d69f-a0d2-9df2-9005-265080f1e5b4', 'request_id': '3ba4d69f-a0d2-9df2-9005-265080f1e5b4'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-3ba4d69f-a0d2-9df2-9005-265080f1e5b4', 'request_id': '3ba4d69f-a0d2-9df2-9005-265080f1e5b4'}"
qsi_023,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-af8d5710-9119-9f38-bdfd-907956a360fe', 'request_id': 'af8d5710-9119-9f38-bdfd-907956a360fe'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-af8d5710-9119-9f38-bdfd-907956a360fe', 'request_id': 'af8d5710-9119-9f38-bdfd-907956a360fe'}"
qsi_023,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f7ae44e3-7031-91ee-a578-a3a9adc8e5f3', 'request_id': 'f7ae44e3-7031-91ee-a578-a3a9adc8e5f3'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f7ae44e3-7031-91ee-a578-a3a9adc8e5f3', 'request_id': 'f7ae44e3-7031-91ee-a578-a3a9adc8e5f3'}"
qsi_024,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-247dd3b9-2aaf-9fa0-849b-ee68c57572de', 'request_id': '247dd3b9-2aaf-9fa0-849b-ee68c57572de'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-247dd3b9-2aaf-9fa0-849b-ee68c57572de', 'request_id': '247dd3b9-2aaf-9fa0-849b-ee68c57572de'}"
qsi_024,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-18d141e6-7e06-9a5e-bdf2-60a84e0baa19', 'request_id': '18d141e6-7e06-9a5e-bdf2-60a84e0baa19'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-18d141e6-7e06-9a5e-bdf2-60a84e0baa19', 'request_id': '18d141e6-7e06-9a5e-bdf2-60a84e0baa19'}"
qsi_025,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-4f116357-3ade-963b-8462-6363b3a4ad7c', 'request_id': '4f116357-3ade-963b-8462-6363b3a4ad7c'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-4f116357-3ade-963b-8462-6363b3a4ad7c', 'request_id': '4f116357-3ade-963b-8462-6363b3a4ad7c'}"
qsi_025,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-487f02ce-b58b-9cac-891d-c5e842bf4d05', 'request_id': '487f02ce-b58b-9cac-891d-c5e842bf4d05'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-487f02ce-b58b-9cac-891d-c5e842bf4d05', 'request_id': '487f02ce-b58b-9cac-891d-c5e842bf4d05'}"
qsi_026,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5f85c2b9-70b2-9c63-ba70-0bf2ff688ea7', 'request_id': '5f85c2b9-70b2-9c63-ba70-0bf2ff688ea7'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5f85c2b9-70b2-9c63-ba70-0bf2ff688ea7', 'request_id': '5f85c2b9-70b2-9c63-ba70-0bf2ff688ea7'}"
qsi_026,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-ba62449a-d226-9f26-9a13-9566d8450766', 'request_id': 'ba62449a-d226-9f26-9a13-9566d8450766'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-ba62449a-d226-9f26-9a13-9566d8450766', 'request_id': 'ba62449a-d226-9f26-9a13-9566d8450766'}"
qsi_027,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-bfdf95d8-7b4d-9e4a-8934-2933f2e3b5b8', 'request_id': 'bfdf95d8-7b4d-9e4a-8934-2933f2e3b5b8'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-bfdf95d8-7b4d-9e4a-8934-2933f2e3b5b8', 'request_id': 'bfdf95d8-7b4d-9e4a-8934-2933f2e3b5b8'}"
qsi_027,mean_reversion,live_qsga_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-231b9174-8d14-9c8d-812f-6f7b10590cf7', 'request_id': '231b9174-8d14-9c8d-812f-6f7b10590cf7'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-231b9174-8d14-9c8d-812f-6f7b10590cf7', 'request_id': '231b9174-8d14-9c8d-812f-6f7b10590cf7'}"
qsi_028,mean_reversion,live_raw_qyir::qwen3.6-flash,False,False,False,False,False,False,False,False,False,True,False,False,False,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5ad9316a-069f-9611-97d9-e4fa835e7c61', 'request_id': '5ad9316a-069f-9611-97d9-e4fa835e7c61'}",schema_failure,schema,"api_error: PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5ad9316a-069f-9611-97d9-e4fa835e7c61', 'request_id': '5ad9316a-069f-9611-97d9-e4fa835e7c61'}"
